ROUTE,avg_dep_delay,cancel_rate,flight_count,risk_score
DCA-ORD,10.00266844563042,0.019346230820547032,1499,-0.037701327574163834
DCA-PVD,7.65474060822898,0.03220035778175313,559,0.24149842250643194
DCA-RDU,6.618556701030927,0.016200294550810016,679,-0.4656963023296719
DCA-STL,8.794066317626527,0.034904013961605584,573,0.4486019897524145
DCA-TPA,14.704225352112676,0.01584507042253521,568,0.2552987080247398
DEN-ABQ,11.67043618739903,0.01615508885298869,619,-0.008450962244143963
DEN-ASE,29.277266754270695,0.1011826544021025,761,4.849074413093951
DEN-ATL,9.284137931034483,0.009655172413793104,1450,-0.47430206468489433
DEN-AUS,11.384543761638733,0.0223463687150838,1074,0.2027984730512733
DEN-BNA,12.54094827586207,0.02693965517241379,928,0.4838563090942097
DEN-BOI,12.776190476190477,0.026984126984126985,630,0.5069326943111422
DEN-BOS,17.346629986244842,0.03163686382393398,727,1.1004430782747385
DEN-BWI,13.137878787878789,0.02727272727272727,660,0.5508510306420318
DEN-BZN,16.275438596491227,0.021052631578947368,570,0.5975794805512249
DEN-CLT,8.959712230215827,0.0057553956834532375,695,-0.6531999413560272
DEN-COS,12.685168334849864,0.025477707006369428,1099,0.4409434579512448
DEN-DAL,12.917690417690418,0.02702702702702703,814,0.5214321086959621
DEN-DFW,13.978571428571428,0.02,1400,0.3485702776152456
DEN-DSM,12.403225806451612,0.03046594982078853,558,0.6064564792938394
DEN-DTW,11.758321273516643,0.005788712011577424,691,-0.3976619145839495
DEN-EWR,17.823619631901842,0.08742331288343558,652,3.2812788612339414
DEN-HOU,14.421130952380953,0.022321428571428572,672,0.47772534173511166
DEN-IAD,18.81454005934718,0.06231454005934718,674,2.409245166246553
DEN-IAH,15.757188498402556,0.026357827476038338,1252,0.7537675927164245
DEN-IND,13.052364864864865,0.018581081081081082,592,0.21005486151982034
DEN-LAS,16.18636995827538,0.02086230876216968,2157,0.5821949822905148
DEN-LAX,10.880546075085324,0.03128555176336746,1758,0.4995204194935318
DEN-LGA,13.566878980891719,0.01091901728844404,1099,-0.03677784881615209
DEN-MCI,9.815915627996166,0.023969319271332695,1043,0.12246878089450891
DEN-MCO,17.288175411119813,0.02975724353954581,1277,1.023113245062347
DEN-MDW,13.73452544704264,0.03851444291609354,727,1.0357928807268035
DEN-MIA,20.917355371900825,0.01790633608815427,726,0.8987579598218709
DEN-MKE,14.873040752351097,0.02821316614420063,638,0.7445289909625807
DEN-MSP,9.805918788713008,0.01995870612525809,1453,-0.03210913218344261
DEN-MSY,9.428994082840237,0.03550295857988166,676,0.5292359747574794
