ROUTE,avg_dep_delay,cancel_rate,flight_count
DFW-FLL,16.788535031847132,0.011464968152866241,785
DFW-HOU,7.017208413001912,0.028680688336520075,523
DFW-IAH,16.064124783362217,0.016464471403812825,1154
DFW-ICT,9.767213114754098,0.01639344262295082,610
DFW-LAS,22.870611183355006,0.01235370611183355,1538
DFW-LAX,15.629514321295144,0.0037359900373599006,1606
DFW-LBB,19.919224555735056,0.027463651050080775,619
DFW-LGA,15.909219858156028,0.014184397163120567,1410
DFW-LIT,7.183703703703704,0.02074074074074074,675
DFW-MAF,5.079147640791477,0.0213089802130898,657
DFW-MCI,14.975609756097562,0.006968641114982578,574
DFW-MCO,22.834848484848486,0.010606060606060607,1320
DFW-MEM,12.550094517958412,0.020793950850661626,529
DFW-MFE,17.486166007905137,0.009881422924901186,506
DFW-MIA,21.104231974921632,0.013322884012539185,1276
DFW-MSP,14.656023222060957,0.002902757619738752,689
DFW-MSY,18.93234100135318,0.005412719891745603,739
DFW-OKC,12.719020172910662,0.021613832853025938,694
DFW-ONT,18.45303867403315,0.007366482504604052,543
DFW-ORD,12.625179856115109,0.013669064748201438,1390
DFW-PDX,20.5562015503876,0.02131782945736434,516
DFW-PHL,14.605540897097626,0.014511873350923483,758
DFW-PHX,18.707727620504972,0.006885998469778117,1307
DFW-RDU,19.85880077369439,0.013539651837524178,517
DFW-SAN,15.34691629955947,0.009911894273127754,908
DFW-SAT,22.0,0.017159199237368923,1049
DFW-SDF,12.875494071146244,0.011857707509881422,506
DFW-SEA,13.91710388247639,0.02833158447009444,953
DFW-SFO,22.79363336992316,0.009879253567508232,911
DFW-SGF,7.39766081871345,0.027777777777777776,684
DFW-SLC,17.296032553407937,0.009155645981688708,983
DFW-SNA,9.329545454545455,0.009943181818181818,704
DFW-STL,18.763809523809524,0.011428571428571429,525
DFW-TPA,21.566451612903226,0.012903225806451613,775
DFW-TUL,15.576642335766424,0.021897810218978103,685
DFW-TUS,14.223958333333334,0.005208333333333333,576
DFW-XNA,13.767105263157895,0.019736842105263157,760
DSM-DEN,12.319569120287253,0.03590664272890485,557
DTW-ATL,12.512755102040817,0.004251700680272109,1176
DTW-BOS,10.073770491803279,0.009836065573770493,610
DTW-CLT,9.861858190709047,0.009779951100244499,818
DTW-DCA,8.177177177177176,0.015015015015015015,666
DTW-DEN,8.01585014409222,0.007204610951008645,694
DTW-DFW,11.179818887451487,0.0129366106080207,773
DTW-EWR,7.1936339522546415,0.011936339522546418,754
DTW-FLL,13.87887323943662,0.008450704225352112,710
DTW-LAS,17.9703125,0.0046875,640
DTW-LAX,12.59016393442623,0.00546448087431694,549
DTW-LGA,7.4361593462717055,0.01940755873340143,979
DTW-MCO,19.54424778761062,0.011504424778761062,1130
DTW-MDW,10.764822134387352,0.025691699604743084,506
DTW-MIA,13.565055762081784,0.01486988847583643,538
DTW-MSP,7.357552581261951,0.0019120458891013384,523
DTW-ORD,13.420963651732883,0.028740490278951817,1183
DTW-PHL,11.695324283559577,0.013574660633484163,663
